ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
215,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Hackathons (virtual or in-person)","Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Written-based Online Courses;Coding sessions (live or recorded)",Codecademy;Pluralsight,8,5,"Data scientist or machine learning specialist;Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Scientist","5,000 to 9,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow,United States of America,USD	United States dollar,75000.0,Yearly,C;JavaScript;Python;SQL;TypeScript,JavaScript;Python;TypeScript,Microsoft SQL Server;MySQL;SQLite,SQLite,,,Blazor;Flask;Node.js;React.js,Django;FastAPI;Flask;Node.js;React.js,NumPy,Electron;NumPy;Pandas;React Native;TensorFlow;Torch/PyTorch,Docker;npm,Docker;npm,Nano;Notepad++;Visual Studio;Visual Studio Code,CLion;PyCharm;Visual Studio Code;Webstorm,Linux-based;Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line,,,Confluence,Trello,Microsoft Teams;Slack,Microsoft Teams;Slack,Unfavorable,Stack Overflow,A few times per week,No,,"No, not really",18-24 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,1.0,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Somewhat long,None of these,Yes,No,Yes,Appropriate in length,Easy,75000.0
242,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Bootstrapping a business;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc);Online Courses or Certification",,Other,10,3,"Data scientist or machine learning specialist;Engineer, data;Database administrator;Data or business analyst",500 to 999 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,France,EUR European Euro,55000.0,Yearly,HTML/CSS;JavaScript;PHP;Python;SQL,C++;Python;Rust,MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,,VMware,,jQuery,,NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch,NumPy;Pandas,Kubernetes,,IPython/Jupyter;Notepad++;Spyder;Sublime Text;Visual Studio Code,,Linux-based;Windows;Windows Subsystem for Linux (WSL),Linux-based;Windows,Git,Command-line,,,Asana;Jira Work Management;Trello,,,,Indifferent,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,58654.0
246,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc)",,,11,3,Data scientist or machine learning specialist;Academic researcher,500 to 999 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Spain,EUR European Euro,24500.0,Yearly,HTML/CSS;JavaScript;MATLAB;Python;R;Rust;SQL,Haskell;Python;Rust,MongoDB,Elasticsearch;MongoDB,Managed Hosting,Managed Hosting,,,Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Hugging Face Transformers,Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch;Hugging Face Transformers,Docker,,IPython/Jupyter;RStudio;Vim;Visual Studio Code,Neovim;Vim;Visual Studio Code,Linux-based,Linux-based,Git,Command-line;Version control hosting service web GUI,,,,,Google Chat;Microsoft Teams;Slack;Zoom,Slack;Zoom,Unsure,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,European;North American;Hispanic or Latino/a;Multiracial,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have a concentration and/or memory disorder (e.g., ADHD, etc.)",No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,26128.0
289,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc);Other (please specify):",,,10,3,"Data scientist or machine learning specialist;Developer, back-end",100 to 499 employees,I have a great deal of influence,Start a free trial,United States of America,USD	United States dollar,150000.0,Yearly,C;JavaScript;Python;Scala,,DynamoDB;Microsoft SQL Server;Neo4j;Redis;SQLite,,AWS,,,,Apache Spark;Hadoop;NumPy;Pandas;Scikit-learn;Torch/PyTorch;Hugging Face Transformers,NumPy;Pandas;Scikit-learn;Torch/PyTorch;Hugging Face Transformers,Docker;Homebrew;Kubernetes;Terraform,Docker;Homebrew;Kubernetes,IPython/Jupyter;Visual Studio Code,Visual Studio Code,Linux-based;macOS,Linux-based;macOS;Windows,Git,Command-line,,,Airtable;Confluence,Airtable,Slack;Zoom,Slack,Unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Not sure/can't remember,,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,I have an anxiety disorder,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,150000.0
295,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc)",,,9,5,Data scientist or machine learning specialist;Data or business analyst,"1,000 to 4,999 employees",I have little or no influence,Start a free trial,France,EUR European Euro,32000.0,Yearly,HTML/CSS;JavaScript;Python;SQL,Julia;Python,PostgreSQL,,,,,,Apache Spark;NumPy;Pandas;Scikit-learn;Torch/PyTorch;Hugging Face Transformers,Apache Spark;NumPy;Pandas;Scikit-learn,,,IPython/Jupyter;Sublime Text,IPython/Jupyter;Sublime Text,Windows,Windows,Git,Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,,,Mattermost,,Very unfavorable,Stack Overflow,A few times per week,No,,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White;European,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",No,,,,,,,,,,,,,,,,,,,,Too long,Easy,34126.0
297,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc)",,,12,7,"Data scientist or machine learning specialist;Engineer, data;Developer, back-end",20 to 99 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with,Canada,CAD	Canadian dollar,90000.0,Yearly,Bash/Shell;Python,Elixir;Julia,MongoDB,,AWS,,,,NumPy;Pandas;TensorFlow;Torch/PyTorch;Hugging Face Transformers,,Docker;Kubernetes,,PyCharm;Visual Studio Code,,Linux-based,Linux-based;Windows,Git,Command-line;Dedicated version control GUI application,,,Notion,Notion,Slack;Zoom,,Unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, definitely",25-34 years old,Man,No,Bisexual;Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder",Yes,Independent contributor,10.0,Strongly agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,1-2 times a week,1-2 times a week,Never,,30-60 minutes a day,Somewhat long,DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,No,Appropriate in length,Easy,70276.0
368,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos",,8,4,"Data scientist or machine learning specialist;Engineer, data;Data or business analyst","5,000 to 9,999 employees",I have little or no influence,,United States of America,USD	United States dollar,109000.0,Yearly,Go;MATLAB;Python;Rust,Clojure;Go;Julia;Python;Rust,SQLite,SQLite,,,,,NumPy;Pandas,NumPy;Pandas,Homebrew,Homebrew,Vim;Visual Studio Code,Visual Studio Code,Linux-based;macOS;Windows,macOS,Git,Code editor;Command-line,,,Jira Work Management,,Zoom,,Unfavorable,Collectives on Stack Overflow;Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,4.0,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Disagree,3-5 times a week,1-2 times a week,1-2 times a week,15-30 minutes a day,15-30 minutes a day,Somewhat long,DevOps function;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,Yes,Yes,Appropriate in length,Easy,109000.0
407,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Associate degree (A.A., A.S., etc.)","Friend or family member;Other online resources (e.g., videos, blogs, forum)",Technical documentation;Written Tutorials;Interactive tutorial,,11,8,"Data scientist or machine learning specialist;Developer, front-end;Developer, full-stack;Developer, back-end;Engineering manager;Senior Executive (C-Suite, VP, etc.)",100 to 499 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,USD	United States dollar,200000.0,Yearly,HTML/CSS;JavaScript;Kotlin;Python;Rust;TypeScript,Kotlin;Rust,DynamoDB;Elasticsearch;MongoDB;PostgreSQL,DynamoDB;Elasticsearch;PostgreSQL,AWS,AWS,Angular;Node.js;Svelte,Deno;Svelte,NumPy;Pandas;Torch/PyTorch,Flutter;NumPy;Pandas;Torch/PyTorch,Docker;Homebrew;npm,Homebrew,IntelliJ,IntelliJ,macOS,macOS,Git,Code editor;Command-line,,,Confluence;Notion,Notion,Slack;Zoom,Slack;Zoom,Favorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,North American,None of the above,None of the above,Yes,People manager,9.0,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Agree,1-2 times a week,3-5 times a week,1-2 times a week,15-30 minutes a day,60-120 minutes a day,Somewhat long,Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Easy,200000.0
441,I am a developer by profession,"Employed, full-time",Fully remote,Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);How-to videos",Udemy,11,4,"Data scientist or machine learning specialist;Engineer, data",100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,USD	United States dollar,158000.0,Yearly,Bash/Shell;C#;HTML/CSS;JavaScript;Python;SQL,Python;Scala;SQL,Cassandra;Microsoft SQL Server;MongoDB;MySQL,,AWS;Microsoft Azure,Microsoft Azure,,,Apache Spark;Hadoop;NumPy;Pandas,Apache Spark;Keras;NumPy;TensorFlow,Ansible;Docker;Homebrew;npm,,Notepad++;PyCharm;Visual Studio Code,Notepad++;PyCharm,Windows;Windows Subsystem for Linux (WSL),Windows,Git;Mercurial,Command-line,,,Asana;Jira Work Management;Stack Overflow for Teams;Trello,Stack Overflow for Teams,Google Chat;Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack,Very unfavorable,Collectives on Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",25-34 years old,Man,No,Straight / Heterosexual,White;European;North American,None of the above,None of the above,Yes,Independent contributor,4.0,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Strongly agree,1-2 times a week,3-5 times a week,1-2 times a week,60-120 minutes a day,15-30 minutes a day,Somewhat long,Innersource initiative;DevOps function;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Easy,158000.0
450,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Contribute to open-source projects;Freelance/contract work,"Other doctoral degree (Ph.D., Ed.D., etc.)","Books / Physical media;School (i.e., University, College, etc)",,,38,25,"Data scientist or machine learning specialist;Developer, full-stack;Educator",20 to 99 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow,Germany,EUR European Euro,120000.0,Yearly,Assembly;C;PHP;Python;R;SQL,C;Python,Cassandra;DynamoDB;Elasticsearch;MariaDB;PostgreSQL;Redis,PostgreSQL,AWS;Firebase;Google Cloud,AWS;Google Cloud,ASP.NET Core ;FastAPI;Laravel;Play Framework;Vue.js,ASP.NET Core ;FastAPI;Vue.js,Apache Kafka;Apache Spark;Hadoop;NumPy;Pandas;Scikit-learn;Torch/PyTorch,Apache Kafka;Apache Spark;NumPy;Pandas;Scikit-learn;Torch/PyTorch;Hugging Face Transformers,Ansible;Docker;Kubernetes,Docker;Kubernetes,IPython/Jupyter;Vim;Visual Studio Code,IPython/Jupyter;Vim,Linux-based,Linux-based,Git,Command-line,,,Jira Work Management,,Google Chat,Google Chat,Favorable,Stack Overflow,Daily or almost daily,Yes,Daily or almost daily,"No, not really",45-54 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,Yes,People manager,28.0,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Strongly agree,1-2 times a week,6-10 times a week,3-5 times a week,15-30 minutes a day,30-60 minutes a day,Very long,DevOps function;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,Yes,Yes,Appropriate in length,Easy,127972.0
464,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Colleague",Technical documentation;Blogs;Stack Overflow,,13,9,Data scientist or machine learning specialist,20 to 99 employees,I have some influence,Start a free trial;Ask developers I know/work with,Israel,ILS	Israeli new shekel,42000.0,Monthly,Bash/Shell;Python;SQL,,DynamoDB;Elasticsearch;PostgreSQL,,AWS;Google Cloud,,FastAPI,,Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch;Hugging Face Transformers,,Docker;Homebrew,,PyCharm,,,macOS,Git,Code editor,,,monday.com;Notion,,Google Chat;Slack;Zoom,,Indifferent,Stack Overflow;Stack Exchange,Multiple times per day,No,,Not sure,25-34 years old,Man,No,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,150660.0
471,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online forum;How-to videos;Interactive tutorial,Codecademy;Skillsoft,8,6,"Data scientist or machine learning specialist;Engineer, data;Developer, back-end;Developer, desktop or enterprise applications;Project manager","10,000 or more employees",I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit,United States of America,USD	United States dollar,140000.0,Yearly,Bash/Shell;C#;C++;HTML/CSS;Perl;PHP;PowerShell;Python;Rust;SQL;VBA,Bash/Shell;C#;Go;Haskell;Kotlin;PowerShell;Python;Rust;SQL,Microsoft SQL Server;MongoDB;MySQL;Neo4j;PostgreSQL;Redis;SQLite,MongoDB;MySQL;Neo4j;PostgreSQL;Redis;SQLite,Google Cloud;Linode;Microsoft Azure,Linode;Microsoft Azure,Django;Flask;Node.js,Django;Flask,.NET;Hadoop;NumPy;Pandas;Qt;Scikit-learn,.NET;NumPy;Pandas;Qt;Scikit-learn;TensorFlow;Torch/PyTorch,Ansible;Docker;Kubernetes;npm,Ansible;Docker;Kubernetes;Unity 3D,IPython/Jupyter;Notepad++;PyCharm;Qt Creator;Visual Studio;Visual Studio Code,IPython/Jupyter;Notepad++;PyCharm;Qt Creator,Linux-based;Windows,Linux-based;Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,Confluence;Jira Work Management,Confluence,Cisco Webex Teams;Microsoft Teams;Zoom,Mattermost;Rocketchat,Very unfavorable,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,People manager,6.0,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,6-10 times a week,3-5 times a week,3-5 times a week,30-60 minutes a day,30-60 minutes a day,Somewhat long,Innersource initiative;DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,140000.0
510,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",,,9,3,"Data scientist or machine learning specialist;Developer, back-end",100 to 499 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Canada,CAD	Canadian dollar,80000.0,Yearly,Haskell;Python;Rust,C++;Rust,PostgreSQL,,AWS,,,,Pandas,Pandas,Docker,Docker,Emacs;Visual Studio Code,Visual Studio Code,Windows,Windows,Git,Code editor;Command-line,,,Jira Work Management,,Microsoft Teams,,Very unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,No,,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,None of the above,Yes,Independent contributor,3.0,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Never,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Somewhat long,DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing,No,No,Yes,Appropriate in length,Easy,62467.0
605,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification",Technical documentation;Stack Overflow;Online books;Video-based Online Courses;Written-based Online Courses,Coursera;Udemy,13,2,"Data scientist or machine learning specialist;Developer, full-stack",100 to 499 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,USD	United States dollar,250000.0,Yearly,Python;SQL,Python;SQL,PostgreSQL,PostgreSQL,,,,,NumPy;Pandas;Scikit-learn,NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch,,,IPython/Jupyter;PyCharm;Vim,IPython/Jupyter;PyCharm;Vim,Linux-based;Windows,Windows,Git,Code editor;Command-line,,,Notion,Notion,Slack;Zoom,Slack;Zoom,Unfavorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,A few times per week,No,,"No, not at all",18-24 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,250000.0
641,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other doctoral degree (Ph.D., Ed.D., etc.)",Books / Physical media;Other (please specify):,,,20,10,"Data scientist or machine learning specialist;Developer, front-end;Developer, full-stack;Developer, back-end;Developer, QA or test;Developer, mobile;Database administrator;DevOps specialist;Cloud infrastructure engineer;Data or business analyst",500 to 999 employees,I have little or no influence,Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Germany,EUR European Euro,90000.0,Yearly,Groovy;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,HTML/CSS;Rust;TypeScript,Oracle,PostgreSQL,,,Angular,Laravel,Spring,Apache Kafka,Docker;Kubernetes;npm,,IntelliJ;Neovim;Visual Studio Code,IntelliJ;Neovim,Windows,Windows Subsystem for Linux (WSL),Git,Command-line,,,Confluence;Jira Work Management;Trello,,Cisco Webex Teams;Mattermost;Microsoft Teams;Slack;Zoom,,Very unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Woman,Yes,Gay or Lesbian,White;European,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Yes,Independent contributor,10.0,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,1-2 times a week,6-10 times a week,1-2 times a week,Over 120 minutes a day,30-60 minutes a day,Somewhat short,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,Yes,Yes,Appropriate in length,Easy,95979.0
800,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum)",Technical documentation;Stack Overflow,,11,6,"Data scientist or machine learning specialist;Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;System administrator",10 to 19 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow,Netherlands,EUR European Euro,30000.0,Yearly,Go;HTML/CSS;JavaScript;Lua;Python;Rust;TypeScript,C++;Go;HTML/CSS;Lua;Python;Rust;SQL;TypeScript,Firebase Realtime Database,,Firebase,,jQuery;React.js;Vue.js,React.js,NumPy;Pandas;Scikit-learn,NumPy;Pandas;Scikit-learn,Homebrew;npm;Yarn,Docker;Homebrew;Yarn,IPython/Jupyter;Neovim;Visual Studio Code,IPython/Jupyter;Neovim;Visual Studio Code,macOS,Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,,,Google Chat;Microsoft Teams;Slack;Zoom,Slack,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,European;Asian,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.);I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)",Yes,Independent contributor,6.0,Disagree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,Never,Never,Never,30-60 minutes a day,15-30 minutes a day,Somewhat long,,Yes,No,Yes,Appropriate in length,Easy,31993.0
885,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Online books;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Interactive tutorial",,7,3,"Data scientist or machine learning specialist;Engineer, data;Developer, full-stack;Developer, desktop or enterprise applications;Academic researcher;System administrator","10,000 or more employees",I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,USD	United States dollar,90000.0,Yearly,Bash/Shell;C;HTML/CSS;Java;JavaScript;Python;R;Rust;Scala;TypeScript,C;Elixir;Python;Rust;Scala;TypeScript,Cloud Firestore;Elasticsearch;MySQL;PostgreSQL;SQLite,PostgreSQL,AWS;Google Cloud,AWS;Google Cloud,Flask;Node.js;React.js,Deno;Svelte,NumPy;Pandas;Scikit-learn;Tidyverse,Keras;TensorFlow;Torch/PyTorch,Docker;Homebrew;npm;Terraform;Yarn,Docker;Homebrew;Kubernetes;Terraform;Yarn,CLion;PyCharm;RStudio;Visual Studio Code;Webstorm,CLion;PyCharm,Linux-based;macOS,macOS,Git,Code editor;Command-line,,,,,Slack;Zoom,Slack,Very unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,Indian;South Asian,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have a concentration and/or memory disorder (e.g., ADHD, etc.)",No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,90000.0
